Semana,Día,Hora,ID_Persona,Trayectoria_Tipo,Zona,Duracion_Zona_Min,Duracion_Total_Min,Timestamp
1,Miércoles (09/09),18:00-19:00,532,Principal,mostradores,8.6,8.6,2025-09-09T18:12:00
1,Miércoles (09/09),18:00-19:00,533,Principal,mostradores,6.5,6.5,2025-09-09T18:29:00
1,Miércoles (09/09),18:00-19:00,534,Principal,mostradores,6.5,6.5,2025-09-09T18:13:00
1,Miércoles (09/09),18:00-19:00,535,Principal,mostradores,6.0,6.0,2025-09-09T18:57:00
1,Miércoles (09/09),19:00-20:00,536,Exploradora,mostradores,8.5,13.2,2025-09-09T19:43:00
1,Miércoles (09/09),19:00-20:00,537,Principal,mostradores,9.3,9.3,2025-09-09T19:17:00
1,Miércoles (09/09),19:00-20:00,538,Principal,mostradores,10.0,10.0,2025-09-09T19:54:00
1,Miércoles (09/09),19:00-20:00,539,Secundaria,mostradores,7.9,10.7,2025-09-09T19:59:00
1,Miércoles (09/09),19:00-20:00,540,Principal,mostradores,8.8,8.8,2025-09-09T19:04:00
1,Miércoles (09/09),19:00-20:00,541,Principal,mostradores,5.3,5.3,2025-09-09T19:32:00
1,Miércoles (09/09),19:00-20:00,542,Exploradora,mostradores,5.0,8.7,2025-09-09T19:18:00
1,Miércoles (09/09),19:00-20:00,543,Secundaria,mostradores,7.2,9.9,2025-09-09T19:43:00
1,Miércoles (09/09),19:00-20:00,544,Principal,mostradores,9.3,9.3,2025-09-09T19:46:00
1,Miércoles (09/09),19:00-20:00,545,Principal,mostradores,6.3,6.3,2025-09-09T19:55:00
1,Miércoles (09/09),19:00-20:00,546,Secundaria,mostradores,10.0,12.0,2025-09-09T19:33:00
1,Miércoles (09/09),19:00-20:00,547,Principal,mostradores,7.7,7.7,2025-09-09T19:07:00
1,Miércoles (09/09),19:00-20:00,548,Principal,mostradores,9.3,9.3,2025-09-09T19:02:00
1,Miércoles (09/09),19:00-20:00,549,Exploradora,mostradores,5.0,9.8,2025-09-09T19:06:00
1,Miércoles (09/09),19:00-20:00,550,Principal,mostradores,5.9,5.9,2025-09-09T19:21:00
1,Miércoles (09/09),19:00-20:00,551,Principal,mostradores,6.0,6.0,2025-09-09T19:34:00
1,Jueves (10/09),09:00-10:00,552,Principal,mostradores,5.2,5.2,2025-10-09T09:19:00
1,Jueves (10/09),09:00-10:00,553,Principal,mostradores,6.0,6.0,2025-10-09T09:56:00
1,Jueves (10/09),09:00-10:00,554,Principal,mostradores,7.7,7.7,2025-10-09T09:12:00
1,Jueves (10/09),09:00-10:00,555,Secundaria,mostradores,8.4,10.9,2025-10-09T09:18:00
1,Jueves (10/09),09:00-10:00,556,Principal,mostradores,5.8,5.8,2025-10-09T09:01:00
1,Jueves (10/09),09:00-10:00,557,Secundaria,mostradores,5.0,7.6,2025-10-09T09:54:00
1,Jueves (10/09),09:00-10:00,558,Secundaria,mostradores,6.0,8.0,2025-10-09T09:35:00
1,Jueves (10/09),09:00-10:00,559,Principal,mostradores,9.1,9.1,2025-10-09T09:57:00
1,Jueves (10/09),09:00-10:00,560,Principal,mostradores,5.0,5.0,2025-10-09T09:49:00
1,Jueves (10/09),09:00-10:00,561,Principal,mostradores,10.0,10.0,2025-10-09T09:28:00
1,Jueves (10/09),09:00-10:00,562,Principal,mostradores,6.0,6.0,2025-10-09T09:21:00
1,Jueves (10/09),09:00-10:00,563,Principal,mostradores,6.0,6.0,2025-10-09T09:38:00
1,Jueves (10/09),09:00-10:00,564,Principal,mostradores,8.0,8.0,2025-10-09T09:24:00
1,Jueves (10/09),09:00-10:00,565,Principal,mostradores,8.6,8.6,2025-10-09T09:45:00
1,Jueves (10/09),09:00-10:00,566,Principal,mostradores,5.0,5.0,2025-10-09T09:13:00
1,Jueves (10/09),09:00-10:00,567,Principal,mostradores,5.0,5.0,2025-10-09T09:35:00
1,Jueves (10/09),09:00-10:00,568,Principal,mostradores,9.8,9.8,2025-10-09T09:18:00
1,Jueves (10/09),09:00-10:00,569,Principal,mostradores,10.0,10.0,2025-10-09T09:00:00
1,Jueves (10/09),09:00-10:00,570,Principal,mostradores,9.8,9.8,2025-10-09T09:49:00
1,Jueves (10/09),09:00-10:00,571,Principal,mostradores,8.7,8.7,2025-10-09T09:02:00
1,Jueves (10/09),09:00-10:00,572,Principal,mostradores,7.7,7.7,2025-10-09T09:47:00
1,Jueves (10/09),10:00-11:00,573,Principal,mostradores,6.8,6.8,2025-10-09T10:00:00
1,Jueves (10/09),10:00-11:00,574,Exploradora,mostradores,6.9,10.9,2025-10-09T10:09:00
1,Jueves (10/09),10:00-11:00,575,Principal,mostradores,7.2,7.2,2025-10-09T10:30:00
1,Jueves (10/09),10:00-11:00,576,Secundaria,mostradores,9.6,11.6,2025-10-09T10:10:00
1,Jueves (10/09),10:00-11:00,577,Principal,mostradores,6.9,6.9,2025-10-09T10:02:00
1,Jueves (10/09),10:00-11:00,578,Principal,mostradores,9.4,9.4,2025-10-09T10:08:00
1,Jueves (10/09),10:00-11:00,579,Principal,mostradores,7.9,7.9,2025-10-09T10:49:00
1,Jueves (10/09),10:00-11:00,580,Principal,mostradores,6.8,6.8,2025-10-09T10:50:00
1,Jueves (10/09),10:00-11:00,581,Principal,mostradores,5.0,5.0,2025-10-09T10:34:00
1,Jueves (10/09),10:00-11:00,582,Principal,mostradores,8.8,8.8,2025-10-09T10:39:00
1,Jueves (10/09),10:00-11:00,583,Principal,mostradores,7.9,7.9,2025-10-09T10:11:00
1,Jueves (10/09),10:00-11:00,584,Principal,mostradores,5.0,5.0,2025-10-09T10:10:00
1,Jueves (10/09),10:00-11:00,585,Principal,mostradores,7.6,7.6,2025-10-09T10:36:00
1,Jueves (10/09),10:00-11:00,586,Principal,mostradores,5.0,5.0,2025-10-09T10:28:00
1,Jueves (10/09),10:00-11:00,587,Principal,mostradores,7.3,7.3,2025-10-09T10:45:00
1,Jueves (10/09),10:00-11:00,588,Exploradora,mostradores,8.6,13.0,2025-10-09T10:40:00
1,Jueves (10/09),10:00-11:00,589,Principal,mostradores,5.0,5.0,2025-10-09T10:35:00
1,Jueves (10/09),10:00-11:00,590,Principal,mostradores,8.2,8.2,2025-10-09T10:42:00
1,Jueves (10/09),10:00-11:00,591,Principal,mostradores,6.0,6.0,2025-10-09T10:52:00
1,Jueves (10/09),10:00-11:00,592,Principal,mostradores,5.6,5.6,2025-10-09T10:51:00
1,Jueves (10/09),10:00-11:00,593,Principal,mostradores,9.5,9.5,2025-10-09T10:31:00
1,Jueves (10/09),10:00-11:00,594,Principal,mostradores,6.1,6.1,2025-10-09T10:44:00
1,Jueves (10/09),10:00-11:00,595,Principal,mostradores,7.1,7.1,2025-10-09T10:29:00
1,Jueves (10/09),10:00-11:00,596,Principal,mostradores,7.8,7.8,2025-10-09T10:26:00
1,Jueves (10/09),10:00-11:00,597,Principal,mostradores,5.3,5.3,2025-10-09T10:10:00
1,Jueves (10/09),10:00-11:00,598,Principal,mostradores,9.6,9.6,2025-10-09T10:19:00
1,Jueves (10/09),11:00-12:00,599,Exploradora,mostradores,6.2,10.7,2025-10-09T11:20:00
1,Jueves (10/09),11:00-12:00,600,Principal,mostradores,7.6,7.6,2025-10-09T11:33:00
1,Jueves (10/09),11:00-12:00,601,Principal,mostradores,5.0,5.0,2025-10-09T11:18:00
1,Jueves (10/09),11:00-12:00,602,Secundaria,mostradores,5.5,8.1,2025-10-09T11:20:00
1,Jueves (10/09),11:00-12:00,603,Principal,mostradores,7.8,7.8,2025-10-09T11:40:00
1,Jueves (10/09),11:00-12:00,604,Principal,mostradores,7.1,7.1,2025-10-09T11:24:00
1,Jueves (10/09),11:00-12:00,605,Secundaria,mostradores,6.7,9.6,2025-10-09T11:16:00
1,Jueves (10/09),11:00-12:00,606,Principal,mostradores,6.4,6.4,2025-10-09T11:59:00
1,Jueves (10/09),11:00-12:00,607,Secundaria,mostradores,5.0,8.0,2025-10-09T11:29:00
1,Jueves (10/09),11:00-12:00,608,Principal,mostradores,9.7,9.7,2025-10-09T11:49:00
1,Jueves (10/09),11:00-12:00,609,Secundaria,mostradores,7.3,10.1,2025-10-09T11:50:00
1,Jueves (10/09),11:00-12:00,610,Principal,mostradores,7.6,7.6,2025-10-09T11:36:00
1,Jueves (10/09),11:00-12:00,611,Principal,mostradores,5.3,5.3,2025-10-09T11:47:00
1,Jueves (10/09),11:00-12:00,612,Principal,mostradores,9.0,9.0,2025-10-09T11:12:00
1,Jueves (10/09),11:00-12:00,613,Principal,mostradores,6.2,6.2,2025-10-09T11:35:00
1,Jueves (10/09),11:00-12:00,614,Principal,mostradores,8.4,8.4,2025-10-09T11:56:00
1,Jueves (10/09),11:00-12:00,615,Principal,mostradores,6.7,6.7,2025-10-09T11:43:00
1,Jueves (10/09),11:00-12:00,616,Principal,mostradores,8.3,8.3,2025-10-09T11:28:00
1,Jueves (10/09),11:00-12:00,617,Principal,mostradores,6.1,6.1,2025-10-09T11:18:00
1,Jueves (10/09),11:00-12:00,618,Principal,mostradores,6.4,6.4,2025-10-09T11:43:00
1,Jueves (10/09),11:00-12:00,619,Principal,mostradores,5.5,5.5,2025-10-09T11:21:00
1,Jueves (10/09),11:00-12:00,620,Exploradora,mostradores,8.1,12.1,2025-10-09T11:20:00
1,Jueves (10/09),11:00-12:00,621,Principal,mostradores,8.0,8.0,2025-10-09T11:44:00
1,Jueves (10/09),11:00-12:00,622,Principal,mostradores,6.0,6.0,2025-10-09T11:50:00
1,Jueves (10/09),11:00-12:00,623,Principal,mostradores,6.5,6.5,2025-10-09T11:46:00
1,Jueves (10/09),11:00-12:00,624,Principal,mostradores,5.9,5.9,2025-10-09T11:21:00
1,Jueves (10/09),11:00-12:00,625,Secundaria,mostradores,5.5,7.8,2025-10-09T11:04:00
1,Jueves (10/09),11:00-12:00,626,Principal,mostradores,6.8,6.8,2025-10-09T11:27:00
1,Jueves (10/09),11:00-12:00,627,Exploradora,mostradores,5.0,9.8,2025-10-09T11:25:00
1,Jueves (10/09),11:00-12:00,628,Principal,mostradores,10.0,10.0,2025-10-09T11:18:00
1,Jueves (10/09),11:00-12:00,629,Principal,mostradores,7.0,7.0,2025-10-09T11:24:00
1,Jueves (10/09),11:00-12:00,630,Secundaria,mostradores,8.0,10.4,2025-10-09T11:23:00
1,Jueves (10/09),11:00-12:00,631,Principal,mostradores,8.5,8.5,2025-10-09T11:28:00
1,Jueves (10/09),11:00-12:00,632,Principal,mostradores,8.3,8.3,2025-10-09T11:58:00
1,Jueves (10/09),11:00-12:00,633,Principal,mostradores,5.0,5.0,2025-10-09T11:11:00
1,Jueves (10/09),11:00-12:00,634,Principal,mostradores,6.7,6.7,2025-10-09T11:46:00
1,Jueves (10/09),11:00-12:00,635,Principal,mostradores,5.8,5.8,2025-10-09T11:05:00
1,Jueves (10/09),11:00-12:00,636,Principal,mostradores,8.6,8.6,2025-10-09T11:56:00
1,Jueves (10/09),11:00-12:00,637,Principal,mostradores,6.3,6.3,2025-10-09T11:28:00
1,Jueves (10/09),12:00-13:00,638,Principal,mostradores,6.6,6.6,2025-10-09T12:51:00
1,Jueves (10/09),12:00-13:00,639,Exploradora,mostradores,7.2,11.1,2025-10-09T12:30:00
1,Jueves (10/09),12:00-13:00,640,Exploradora,mostradores,8.8,12.4,2025-10-09T12:45:00
1,Jueves (10/09),12:00-13:00,641,Principal,mostradores,9.1,9.1,2025-10-09T12:30:00
1,Jueves (10/09),12:00-13:00,642,Principal,mostradores,9.5,9.5,2025-10-09T12:53:00
1,Jueves (10/09),12:00-13:00,643,Principal,mostradores,6.6,6.6,2025-10-09T12:06:00
1,Jueves (10/09),12:00-13:00,644,Principal,mostradores,7.2,7.2,2025-10-09T12:54:00
1,Jueves (10/09),12:00-13:00,645,Principal,mostradores,5.0,5.0,2025-10-09T12:58:00
1,Jueves (10/09),12:00-13:00,646,Principal,mostradores,8.6,8.6,2025-10-09T12:17:00
1,Jueves (10/09),12:00-13:00,647,Principal,mostradores,7.1,7.1,2025-10-09T12:27:00
1,Jueves (10/09),12:00-13:00,648,Principal,mostradores,7.4,7.4,2025-10-09T12:07:00
1,Jueves (10/09),12:00-13:00,649,Secundaria,mostradores,9.1,11.4,2025-10-09T12:46:00
1,Jueves (10/09),12:00-13:00,650,Principal,mostradores,5.4,5.4,2025-10-09T12:28:00
1,Jueves (10/09),12:00-13:00,651,Principal,mostradores,6.0,6.0,2025-10-09T12:33:00
1,Jueves (10/09),12:00-13:00,652,Principal,mostradores,5.2,5.2,2025-10-09T12:23:00
1,Jueves (10/09),12:00-13:00,653,Principal,mostradores,8.0,8.0,2025-10-09T12:36:00
1,Jueves (10/09),12:00-13:00,654,Principal,mostradores,6.3,6.3,2025-10-09T12:52:00
1,Jueves (10/09),12:00-13:00,655,Principal,mostradores,8.3,8.3,2025-10-09T12:41:00
1,Jueves (10/09),12:00-13:00,656,Principal,mostradores,8.3,8.3,2025-10-09T12:00:00
1,Jueves (10/09),12:00-13:00,657,Secundaria,mostradores,7.3,10.0,2025-10-09T12:36:00
1,Jueves (10/09),12:00-13:00,658,Principal,mostradores,7.3,7.3,2025-10-09T12:03:00
1,Jueves (10/09),12:00-13:00,659,Principal,mostradores,10.0,10.0,2025-10-09T12:11:00
1,Jueves (10/09),12:00-13:00,660,Exploradora,mostradores,8.7,13.3,2025-10-09T12:57:00
1,Jueves (10/09),12:00-13:00,661,Principal,mostradores,8.3,8.3,2025-10-09T12:52:00
1,Jueves (10/09),12:00-13:00,662,Principal,mostradores,7.9,7.9,2025-10-09T12:54:00
1,Jueves (10/09),12:00-13:00,663,Principal,mostradores,7.9,7.9,2025-10-09T12:25:00
1,Jueves (10/09),12:00-13:00,664,Principal,mostradores,6.3,6.3,2025-10-09T12:04:00
1,Jueves (10/09),12:00-13:00,665,Principal,mostradores,7.8,7.8,2025-10-09T12:20:00
1,Jueves (10/09),12:00-13:00,666,Principal,mostradores,7.8,7.8,2025-10-09T12:05:00
1,Jueves (10/09),12:00-13:00,667,Secundaria,mostradores,7.7,10.0,2025-10-09T12:06:00
1,Jueves (10/09),12:00-13:00,668,Principal,mostradores,7.0,7.0,2025-10-09T12:34:00
1,Jueves (10/09),12:00-13:00,669,Principal,mostradores,8.2,8.2,2025-10-09T12:18:00
1,Jueves (10/09),13:00-14:00,670,Principal,mostradores,7.0,7.0,2025-10-09T13:50:00
1,Jueves (10/09),13:00-14:00,671,Principal,mostradores,8.0,8.0,2025-10-09T13:50:00
1,Jueves (10/09),13:00-14:00,672,Principal,mostradores,8.1,8.1,2025-10-09T13:59:00
1,Jueves (10/09),13:00-14:00,673,Principal,mostradores,9.6,9.6,2025-10-09T13:13:00
1,Jueves (10/09),13:00-14:00,674,Principal,mostradores,7.8,7.8,2025-10-09T13:45:00
1,Jueves (10/09),13:00-14:00,675,Principal,mostradores,6.6,6.6,2025-10-09T13:23:00
1,Jueves (10/09),13:00-14:00,676,Principal,mostradores,5.0,5.0,2025-10-09T13:01:00
1,Jueves (10/09),13:00-14:00,677,Principal,mostradores,7.7,7.7,2025-10-09T13:44:00
1,Jueves (10/09),13:00-14:00,678,Secundaria,mostradores,5.9,8.5,2025-10-09T13:04:00
1,Jueves (10/09),13:00-14:00,679,Principal,mostradores,5.0,5.0,2025-10-09T13:01:00
1,Jueves (10/09),13:00-14:00,680,Principal,mostradores,7.5,7.5,2025-10-09T13:39:00
1,Jueves (10/09),13:00-14:00,681,Principal,mostradores,5.9,5.9,2025-10-09T13:59:00
1,Jueves (10/09),13:00-14:00,682,Principal,mostradores,7.2,7.2,2025-10-09T13:58:00
1,Jueves (10/09),13:00-14:00,683,Principal,mostradores,5.0,5.0,2025-10-09T13:34:00
1,Jueves (10/09),13:00-14:00,684,Principal,mostradores,6.5,6.5,2025-10-09T13:56:00
1,Jueves (10/09),13:00-14:00,685,Principal,mostradores,7.0,7.0,2025-10-09T13:23:00
1,Jueves (10/09),13:00-14:00,686,Principal,mostradores,7.3,7.3,2025-10-09T13:23:00
1,Jueves (10/09),13:00-14:00,687,Principal,mostradores,8.1,8.1,2025-10-09T13:39:00
1,Jueves (10/09),17:00-18:00,688,Principal,mostradores,7.1,7.1,2025-10-09T17:56:00
1,Jueves (10/09),17:00-18:00,689,Principal,mostradores,7.2,7.2,2025-10-09T17:30:00
1,Jueves (10/09),17:00-18:00,690,Principal,mostradores,9.7,9.7,2025-10-09T17:02:00
1,Jueves (10/09),17:00-18:00,691,Principal,mostradores,6.3,6.3,2025-10-09T17:05:00
1,Jueves (10/09),17:00-18:00,692,Principal,mostradores,7.2,7.2,2025-10-09T17:13:00
1,Jueves (10/09),17:00-18:00,693,Secundaria,mostradores,5.8,8.3,2025-10-09T17:42:00
1,Jueves (10/09),17:00-18:00,694,Exploradora,mostradores,7.0,10.9,2025-10-09T17:15:00
1,Jueves (10/09),17:00-18:00,695,Principal,mostradores,5.5,5.5,2025-10-09T17:12:00
1,Jueves (10/09),17:00-18:00,696,Exploradora,mostradores,7.3,11.4,2025-10-09T17:35:00
1,Jueves (10/09),17:00-18:00,697,Principal,mostradores,5.7,5.7,2025-10-09T17:44:00
1,Jueves (10/09),17:00-18:00,698,Principal,mostradores,5.9,5.9,2025-10-09T17:06:00
1,Jueves (10/09),17:00-18:00,699,Principal,mostradores,9.6,9.6,2025-10-09T17:45:00
1,Jueves (10/09),17:00-18:00,700,Principal,mostradores,5.0,5.0,2025-10-09T17:06:00
1,Jueves (10/09),17:00-18:00,701,Principal,mostradores,5.8,5.8,2025-10-09T17:15:00
1,Jueves (10/09),17:00-18:00,702,Secundaria,mostradores,10.0,12.0,2025-10-09T17:58:00
1,Jueves (10/09),17:00-18:00,703,Principal,mostradores,7.3,7.3,2025-10-09T17:21:00
1,Jueves (10/09),17:00-18:00,704,Exploradora,mostradores,6.8,10.9,2025-10-09T17:53:00
1,Jueves (10/09),17:00-18:00,705,Principal,mostradores,5.1,5.1,2025-10-09T17:01:00
1,Jueves (10/09),17:00-18:00,706,Principal,mostradores,6.2,6.2,2025-10-09T17:41:00
1,Jueves (10/09),17:00-18:00,707,Secundaria,mostradores,9.8,12.8,2025-10-09T17:02:00
1,Jueves (10/09),17:00-18:00,708,Principal,mostradores,9.1,9.1,2025-10-09T17:02:00
1,Jueves (10/09),17:00-18:00,709,Principal,mostradores,5.0,5.0,2025-10-09T17:43:00
1,Jueves (10/09),17:00-18:00,710,Principal,mostradores,6.4,6.4,2025-10-09T17:50:00
1,Jueves (10/09),17:00-18:00,711,Principal,mostradores,8.1,8.1,2025-10-09T17:35:00
1,Jueves (10/09),18:00-19:00,712,Principal,mostradores,7.0,7.0,2025-10-09T18:29:00
1,Jueves (10/09),18:00-19:00,713,Principal,mostradores,5.7,5.7,2025-10-09T18:21:00
1,Jueves (10/09),18:00-19:00,714,Principal,mostradores,6.0,6.0,2025-10-09T18:15:00
1,Jueves (10/09),18:00-19:00,715,Principal,mostradores,5.0,5.0,2025-10-09T18:59:00
1,Jueves (10/09),18:00-19:00,716,Principal,mostradores,5.5,5.5,2025-10-09T18:46:00
1,Jueves (10/09),18:00-19:00,717,Principal,mostradores,9.3,9.3,2025-10-09T18:03:00
1,Jueves (10/09),18:00-19:00,718,Principal,mostradores,6.6,6.6,2025-10-09T18:49:00
1,Jueves (10/09),18:00-19:00,719,Principal,mostradores,7.1,7.1,2025-10-09T18:55:00
1,Jueves (10/09),18:00-19:00,720,Principal,mostradores,8.3,8.3,2025-10-09T18:20:00
1,Jueves (10/09),18:00-19:00,721,Principal,mostradores,6.2,6.2,2025-10-09T18:37:00
1,Jueves (10/09),18:00-19:00,722,Principal,mostradores,8.1,8.1,2025-10-09T18:16:00
1,Jueves (10/09),18:00-19:00,723,Principal,mostradores,8.0,8.0,2025-10-09T18:51:00
1,Jueves (10/09),18:00-19:00,724,Exploradora,mostradores,5.4,9.7,2025-10-09T18:52:00
1,Jueves (10/09),18:00-19:00,725,Principal,mostradores,5.0,5.0,2025-10-09T18:17:00
1,Jueves (10/09),18:00-19:00,726,Principal,mostradores,5.9,5.9,2025-10-09T18:32:00
1,Jueves (10/09),18:00-19:00,727,Principal,mostradores,8.4,8.4,2025-10-09T18:51:00
1,Jueves (10/09),18:00-19:00,728,Principal,mostradores,8.7,8.7,2025-10-09T18:49:00
1,Jueves (10/09),18:00-19:00,729,Principal,mostradores,10.0,10.0,2025-10-09T18:16:00
1,Jueves (10/09),18:00-19:00,730,Principal,mostradores,5.0,5.0,2025-10-09T18:24:00
1,Jueves (10/09),18:00-19:00,731,Principal,mostradores,10.0,10.0,2025-10-09T18:25:00
1,Jueves (10/09),18:00-19:00,732,Principal,mostradores,8.3,8.3,2025-10-09T18:50:00
1,Jueves (10/09),19:00-20:00,733,Principal,mostradores,9.5,9.5,2025-10-09T19:15:00
1,Jueves (10/09),19:00-20:00,734,Principal,mostradores,8.0,8.0,2025-10-09T19:36:00
1,Jueves (10/09),19:00-20:00,735,Principal,mostradores,5.9,5.9,2025-10-09T19:19:00
1,Jueves (10/09),19:00-20:00,736,Principal,mostradores,7.8,7.8,2025-10-09T19:05:00
1,Jueves (10/09),19:00-20:00,737,Principal,mostradores,7.0,7.0,2025-10-09T19:06:00
1,Jueves (10/09),19:00-20:00,738,Principal,mostradores,8.0,8.0,2025-10-09T19:15:00
1,Jueves (10/09),19:00-20:00,739,Exploradora,mostradores,5.0,9.8,2025-10-09T19:17:00
1,Jueves (10/09),19:00-20:00,740,Principal,mostradores,7.7,7.7,2025-10-09T19:03:00
1,Jueves (10/09),19:00-20:00,741,Principal,mostradores,5.9,5.9,2025-10-09T19:18:00
1,Jueves (10/09),19:00-20:00,742,Principal,mostradores,9.0,9.0,2025-10-09T19:49:00
1,Jueves (10/09),19:00-20:00,743,Exploradora,mostradores,10.0,13.3,2025-10-09T19:37:00
1,Jueves (10/09),19:00-20:00,744,Exploradora,mostradores,5.0,9.2,2025-10-09T19:20:00
1,Jueves (10/09),19:00-20:00,745,Principal,mostradores,5.0,5.0,2025-10-09T19:30:00
1,Jueves (10/09),19:00-20:00,746,Principal,mostradores,5.0,5.0,2025-10-09T19:27:00
1,Jueves (10/09),19:00-20:00,747,Principal,mostradores,7.7,7.7,2025-10-09T19:26:00
1,Jueves (10/09),19:00-20:00,748,Principal,mostradores,9.0,9.0,2025-10-09T19:21:00
1,Viernes (11/09),09:00-10:00,749,Principal,mostradores,8.3,8.3,2025-11-09T09:06:00
1,Viernes (11/09),09:00-10:00,750,Principal,mostradores,6.3,6.3,2025-11-09T09:34:00
1,Viernes (11/09),09:00-10:00,751,Principal,mostradores,5.0,5.0,2025-11-09T09:20:00
1,Viernes (11/09),09:00-10:00,752,Principal,mostradores,7.9,7.9,2025-11-09T09:07:00
1,Viernes (11/09),09:00-10:00,753,Principal,mostradores,6.6,6.6,2025-11-09T09:28:00
1,Viernes (11/09),09:00-10:00,754,Principal,mostradores,6.9,6.9,2025-11-09T09:30:00
1,Viernes (11/09),09:00-10:00,755,Principal,mostradores,6.4,6.4,2025-11-09T09:19:00
1,Viernes (11/09),09:00-10:00,756,Exploradora,mostradores,10.0,14.9,2025-11-09T09:29:00
1,Viernes (11/09),09:00-10:00,757,Secundaria,mostradores,6.9,8.9,2025-11-09T09:45:00
1,Viernes (11/09),09:00-10:00,758,Principal,mostradores,6.9,6.9,2025-11-09T09:37:00
1,Viernes (11/09),09:00-10:00,759,Secundaria,mostradores,6.4,8.4,2025-11-09T09:54:00
1,Viernes (11/09),09:00-10:00,760,Principal,mostradores,8.1,8.1,2025-11-09T09:01:00
1,Viernes (11/09),09:00-10:00,761,Principal,mostradores,6.0,6.0,2025-11-09T09:45:00
1,Viernes (11/09),09:00-10:00,762,Secundaria,mostradores,10.0,12.6,2025-11-09T09:58:00
1,Viernes (11/09),09:00-10:00,763,Principal,mostradores,5.1,5.1,2025-11-09T09:05:00
1,Viernes (11/09),09:00-10:00,764,Principal,mostradores,9.2,9.2,2025-11-09T09:32:00
1,Viernes (11/09),09:00-10:00,765,Principal,mostradores,6.2,6.2,2025-11-09T09:19:00
1,Viernes (11/09),09:00-10:00,766,Principal,mostradores,6.7,6.7,2025-11-09T09:19:00
1,Viernes (11/09),09:00-10:00,767,Principal,mostradores,5.0,5.0,2025-11-09T09:52:00
1,Viernes (11/09),09:00-10:00,768,Exploradora,mostradores,5.0,9.4,2025-11-09T09:18:00
1,Viernes (11/09),09:00-10:00,769,Principal,mostradores,7.1,7.1,2025-11-09T09:12:00
1,Viernes (11/09),10:00-11:00,770,Principal,mostradores,10.0,10.0,2025-11-09T10:48:00
1,Viernes (11/09),10:00-11:00,771,Principal,mostradores,8.6,8.6,2025-11-09T10:09:00
1,Viernes (11/09),10:00-11:00,772,Principal,mostradores,8.0,8.0,2025-11-09T10:41:00
1,Viernes (11/09),10:00-11:00,773,Secundaria,mostradores,5.9,7.9,2025-11-09T10:08:00
1,Viernes (11/09),10:00-11:00,774,Principal,mostradores,6.1,6.1,2025-11-09T10:56:00
1,Viernes (11/09),10:00-11:00,775,Principal,mostradores,5.6,5.6,2025-11-09T10:00:00
1,Viernes (11/09),10:00-11:00,776,Principal,mostradores,6.5,6.5,2025-11-09T10:07:00
1,Viernes (11/09),10:00-11:00,777,Principal,mostradores,10.0,10.0,2025-11-09T10:03:00
1,Viernes (11/09),10:00-11:00,778,Principal,mostradores,9.5,9.5,2025-11-09T10:32:00
1,Viernes (11/09),10:00-11:00,779,Principal,mostradores,5.0,5.0,2025-11-09T10:33:00
1,Viernes (11/09),10:00-11:00,780,Principal,mostradores,5.0,5.0,2025-11-09T10:54:00
1,Viernes (11/09),10:00-11:00,781,Principal,mostradores,6.6,6.6,2025-11-09T10:33:00
1,Viernes (11/09),10:00-11:00,782,Secundaria,mostradores,5.0,8.0,2025-11-09T10:29:00
1,Viernes (11/09),10:00-11:00,783,Principal,mostradores,5.0,5.0,2025-11-09T10:10:00
1,Viernes (11/09),10:00-11:00,784,Principal,mostradores,7.9,7.9,2025-11-09T10:59:00
1,Viernes (11/09),10:00-11:00,785,Secundaria,mostradores,5.5,8.2,2025-11-09T10:38:00
1,Viernes (11/09),10:00-11:00,786,Principal,mostradores,5.7,5.7,2025-11-09T10:09:00
1,Viernes (11/09),10:00-11:00,787,Principal,mostradores,6.7,6.7,2025-11-09T10:36:00
1,Viernes (11/09),10:00-11:00,788,Principal,mostradores,8.0,8.0,2025-11-09T10:44:00
1,Viernes (11/09),10:00-11:00,789,Principal,mostradores,7.5,7.5,2025-11-09T10:28:00
1,Viernes (11/09),10:00-11:00,790,Secundaria,mostradores,6.1,8.6,2025-11-09T10:35:00
1,Viernes (11/09),10:00-11:00,791,Principal,mostradores,6.0,6.0,2025-11-09T10:24:00
1,Viernes (11/09),10:00-11:00,792,Principal,mostradores,10.0,10.0,2025-11-09T10:44:00
1,Viernes (11/09),10:00-11:00,793,Principal,mostradores,5.7,5.7,2025-11-09T10:28:00
1,Viernes (11/09),10:00-11:00,794,Secundaria,mostradores,8.7,11.6,2025-11-09T10:26:00
1,Viernes (11/09),10:00-11:00,795,Principal,mostradores,7.6,7.6,2025-11-09T10:03:00
1,Viernes (11/09),11:00-12:00,796,Principal,mostradores,9.8,9.8,2025-11-09T11:51:00
1,Viernes (11/09),11:00-12:00,797,Exploradora,mostradores,9.6,14.0,2025-11-09T11:52:00
1,Viernes (11/09),11:00-12:00,798,Principal,mostradores,8.4,8.4,2025-11-09T11:24:00
1,Viernes (11/09),11:00-12:00,799,Principal,mostradores,5.0,5.0,2025-11-09T11:48:00
1,Viernes (11/09),11:00-12:00,800,Principal,mostradores,8.0,8.0,2025-11-09T11:02:00
1,Viernes (11/09),11:00-12:00,801,Secundaria,mostradores,6.7,9.1,2025-11-09T11:00:00
